/* DATA DESCRIPTION:
Citation:	Barnet, James S K; Littler, Kate; Westerhold, Thomas; Kroon, Dick; Leng, Melanie J; Bailey, Ian; Röhl, Ursula; Zachos, James C (2019): Late Maastrichtian-early Eocene bulk sediment stable carbon and oxygen isotope records from ODP Site 208-1262, South Atlantic [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.903507, 
	In supplement to: Barnet, JSK et al. (2019): A High-Fidelity Benthic Stable Isotope Record of Late Cretaceous–Early Eocene Climate Change and Carbon-Cycling. Paleoceanography and Paleoclimatology, 34(4), 672-691, https://doi.org/10.1029/2019PA003556
Related to:	Kroon, Dick; Zachos, James C; ODP Leg 208 Shipboard Scientific Party (2007): Leg 208 synthesis: Cenozoic climate cycles and excursions. In: Kroon, D.; Zachos, J.C.; Richter, C. (eds.), Proceedings of the Ocean Drilling Program, 208 Scientific Results, Proceedings of the Ocean Drilling Program, 208, Ocean Drilling Program, 208, 1-55, https://doi.org/10.2973/odp.proc.sr.208.201.2007
	Littler, Kate; Röhl, Ursula; Westerhold, Thomas; Zachos, James C (2014): A high-resolution benthic stable-isotope record for the South Atlantic: Implications for orbital-scale changes in Late Paleocene–Early Eocene climate and carbon cycling. Earth and Planetary Science Letters, 401, 18-30, https://doi.org/10.1016/j.epsl.2014.05.054
	Lourens, Lucas Joost; Sluijs, Appy; Kroon, Dick; Zachos, James C; Thomas, Ellen; Röhl, Ursula; Raffi, Isabella (2005): Astronomical pacing of late Palaeocene to early Eocene global warming events. Nature, 435(23), 1083-1087, https://doi.org/10.1038/nature03814
	Zachos, James C; McCarren, Heather K; Murphy, Brandon; Röhl, Ursula; Westerhold, Thomas (2010): Tempo and scale of late Paleocene and early Eocene carbon isotope cycles: Implications for the origin of hyperthermals. Earth and Planetary Science Letters, 299(1-2), 242-249, https://doi.org/10.1016/j.epsl.2010.09.004
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: -27.185833 * LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00
	MINIMUM DEPTH, sediment/rock: 107.49 m * MAXIMUM DEPTH, sediment/rock: 236.07 m
Event(s):	208-1262 * LATITUDE: -27.185833 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00 * ELEVATION: -4755.4 m * Penetration: 583.9 m * Recovery: 502.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 54 cores; 493.9 m cored; 90 m drilled; 101.7 % recovery
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: mcd
	δ13C, bulk carbonate [‰ PDB] (δ13C bulk carb) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	δ18O, bulk carbonate [‰ PDB] (δ18O bulk carb) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	AGE [ka BP] (Age) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	Reference/source (Reference) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Size:	13088 data points
*/
Depth sed [m]	δ13C bulk carb [‰ PDB]	δ18O bulk carb [‰ PDB]	Age [ka BP]	Reference
215.52	0.720	-0.218	65842	Kroon et al. (2007)
215.53	1.046	-0.284	65844	Kroon et al. (2007)
215.54	0.943	-0.754	65846	Kroon et al. (2007)
215.55	1.210	-0.392	65849	Kroon et al. (2007)
215.56	1.094	-0.579	65851	Kroon et al. (2007)
215.57	1.020	-0.869	65853	Kroon et al. (2007)
215.58	1.127	-0.689	65855	Kroon et al. (2007)
215.59	1.181	-0.709	65857	Kroon et al. (2007)
215.60	1.251	-0.412	65859	Kroon et al. (2007)
215.61	1.323	-0.503	65862	Kroon et al. (2007)
215.62	1.414	-0.385	65864	Kroon et al. (2007)
215.63	1.204	-0.466	65866	Kroon et al. (2007)
215.64	1.273	-0.484	65868	Kroon et al. (2007)
215.65	1.304	-0.518	65870	Kroon et al. (2007)
215.66	1.261	-0.522	65872	Kroon et al. (2007)
215.67	1.401	-0.380	65875	Kroon et al. (2007)
215.69	1.394	-0.433	65879	Kroon et al. (2007)
215.70	1.474	-0.326	65881	Kroon et al. (2007)
215.71	1.396	-0.400	65883	Kroon et al. (2007)
215.72	1.512	-0.132	65886	Kroon et al. (2007)
215.73	1.466	-0.350	65888	Kroon et al. (2007)
215.74	1.500	-0.220	65890	Kroon et al. (2007)
215.75	1.512	-0.196	65892	Kroon et al. (2007)
215.76	1.549	-0.195	65894	Kroon et al. (2007)
215.77	1.483	-0.428	65896	Kroon et al. (2007)
215.78	1.567	-0.145	65899	Kroon et al. (2007)
215.79	1.549	-0.324	65901	Kroon et al. (2007)
215.80	1.566	-0.349	65903	Kroon et al. (2007)
215.81	1.549	-0.246	65905	Kroon et al. (2007)
215.82	1.577	-0.228	65907	Kroon et al. (2007)
215.83	1.457	-0.314	65909	Kroon et al. (2007)
215.84	1.499	-0.365	65912	Kroon et al. (2007)
215.85	1.537	-0.343	65914	Kroon et al. (2007)
215.86	1.546	-0.329	65916	Kroon et al. (2007)
215.87	1.668	-0.391	65918	Kroon et al. (2007)
215.88	1.517	-0.408	65920	Kroon et al. (2007)
215.89	1.605	-0.352	65922	Kroon et al. (2007)
215.90	1.593	-0.227	65925	Kroon et al. (2007)
215.91	1.523	-0.404	65927	Kroon et al. (2007)
215.92	1.537	-0.320	65929	Kroon et al. (2007)
215.93	1.408	-0.290	65931	Kroon et al. (2007)
215.94	1.463	-0.374	65933	Kroon et al. (2007)
215.95	1.564	-0.361	65935	Kroon et al. (2007)
215.96	1.473	-0.133	65936	Kroon et al. (2007)
215.97	1.635	-0.525	65938	Kroon et al. (2007)
215.98	1.498	-0.414	65940	Kroon et al. (2007)
215.99	1.597	-0.416	65942	Kroon et al. (2007)
216.00	1.713	0.122	65944	Kroon et al. (2007)
216.01	1.655	-0.124	65946	Kroon et al. (2007)
216.02	1.689	-0.034	65947	Kroon et al. (2007)
216.04	1.973	0.542	65951	Kroon et al. (2007)
216.05	1.815	0.364	65953	Kroon et al. (2007)
216.06	1.856	0.211	65955	Kroon et al. (2007)
216.09	1.963	0.494	65960	Kroon et al. (2007)
216.10	1.865	0.215	65962	Kroon et al. (2007)
216.11	1.854	0.137	65964	Kroon et al. (2007)
216.14	1.725	0.186	65969	Kroon et al. (2007)
216.15	1.741	0.119	65971	Kroon et al. (2007)
216.16	2.084	0.453	65973	Kroon et al. (2007)
216.17	1.878	0.273	65975	Kroon et al. (2007)
216.18	1.995	0.496	65977	Kroon et al. (2007)
216.19	2.014	0.614	65978	Kroon et al. (2007)
216.20	2.003	0.595	65980	Kroon et al. (2007)
216.21	1.916	0.596	65982	Kroon et al. (2007)
216.22	1.964	0.507	65984	Kroon et al. (2007)
216.23	2.027	0.688	65986	Kroon et al. (2007)
216.24	2.025	0.705	65988	Kroon et al. (2007)
216.25	1.845	0.205	65989	Kroon et al. (2007)
216.26	1.992	0.621	65991	Kroon et al. (2007)
216.27	1.900	0.373	65993	Kroon et al. (2007)
216.28	2.089	0.675	65994	Kroon et al. (2007)
216.29	2.014	0.517	65995	Kroon et al. (2007)
216.30	1.955	0.322	65996	Kroon et al. (2007)
216.31	2.063	0.634	65996	Kroon et al. (2007)
216.32	1.923	0.289	65997	Kroon et al. (2007)
216.33	2.026	0.345	65998	Kroon et al. (2007)
216.34	2.047	0.661	65998	Kroon et al. (2007)
216.35	2.120	0.486	65999	Kroon et al. (2007)
216.36	2.253	0.890	66000	Kroon et al. (2007)
216.37	2.271	0.656	66000	Kroon et al. (2007)
216.38	2.384	0.886	66001	Kroon et al. (2007)
216.39	2.129	0.488	66001	Kroon et al. (2007)
216.40	2.233	0.806	66002	Kroon et al. (2007)
216.41	2.261	0.661	66003	Kroon et al. (2007)
216.42	2.277	0.856	66003	Kroon et al. (2007)
216.43	2.153	0.695	66004	Kroon et al. (2007)
216.44	2.208	1.091	66005	Kroon et al. (2007)
216.46	2.441	0.692	66006	Kroon et al. (2007)
216.47	2.360	0.705	66007	Kroon et al. (2007)
216.48	2.289	0.576	66007	Kroon et al. (2007)
216.49	2.417	0.884	66008	Kroon et al. (2007)
216.50	2.256	0.711	66009	Kroon et al. (2007)
216.51	2.397	0.739	66009	Kroon et al. (2007)
216.52	2.385	0.598	66010	Kroon et al. (2007)
216.53	2.417	0.820	66011	Kroon et al. (2007)
216.54	2.348	0.787	66011	Kroon et al. (2007)
216.55	2.321	0.595	66012	Kroon et al. (2007)
216.56	2.287	0.661	66013	Kroon et al. (2007)
216.57	2.453	0.580	66013	Kroon et al. (2007)
216.58	2.433	0.829	66014	Kroon et al. (2007)
216.60	2.373	0.420	66015	Kroon et al. (2007)
216.61	2.399	0.766	66016	Kroon et al. (2007)
216.62	2.496	0.673	66016	Kroon et al. (2007)
216.63	2.224	0.160	66017	Kroon et al. (2007)
216.64	2.320	0.412	66018	Kroon et al. (2007)
216.65	2.196	-0.094	66018	Kroon et al. (2007)
216.66	2.189	0.126	66019	Kroon et al. (2007)
216.67	2.238	-0.245	66020	Kroon et al. (2007)
216.68	2.262	-0.494	66020	Kroon et al. (2007)
216.69	2.394	-0.301	66021	Kroon et al. (2007)
216.70	2.517	-0.429	66022	Kroon et al. (2007)
216.72	2.855	-0.158	66023	Kroon et al. (2007)
216.73	3.084	0.020	66024	Kroon et al. (2007)
216.75	3.348	-0.069	66025	Kroon et al. (2007)
216.76	3.187	-0.030	66026	Kroon et al. (2007)
216.77	3.373	0.028	66027	Kroon et al. (2007)
216.78	3.301	-0.045	66028	Kroon et al. (2007)
216.79	3.247	-0.197	66029	Kroon et al. (2007)
216.80	3.277	0.103	66029	Kroon et al. (2007)
216.81	3.276	0.003	66030	Kroon et al. (2007)
216.82	3.386	0.144	66031	Kroon et al. (2007)
216.83	3.382	0.080	66032	Kroon et al. (2007)
216.84	3.297	-0.195	66032	Kroon et al. (2007)
216.87	3.263	-0.160	66035	Kroon et al. (2007)
216.90	3.432	0.190	66037	Kroon et al. (2007)
216.93	3.279	-0.067	66039	Kroon et al. (2007)
216.96	3.350	0.041	66042	Kroon et al. (2007)
216.99	3.372	0.070	66044	Kroon et al. (2007)
217.02	3.287	0.022	66046	Kroon et al. (2007)
217.05	3.384	0.120	66049	Kroon et al. (2007)
217.08	3.373	0.235	66051	Kroon et al. (2007)
217.11	3.294	0.121	66053	Kroon et al. (2007)
217.14	3.209	0.090	66056	Kroon et al. (2007)
217.17	3.290	0.149	66058	Kroon et al. (2007)
217.20	3.076	-0.112	66060	Kroon et al. (2007)
217.26	3.124	0.114	66065	Kroon et al. (2007)
217.29	3.219	0.153	66067	Kroon et al. (2007)
217.32	3.173	0.064	66070	Kroon et al. (2007)
217.35	3.261	0.197	66072	Kroon et al. (2007)
217.38	3.138	0.117	66074	Kroon et al. (2007)
217.41	3.134	-0.144	66077	Kroon et al. (2007)
217.44	3.293	-0.042	66079	Kroon et al. (2007)
217.47	3.226	0.332	66081	Kroon et al. (2007)
217.50	3.103	0.058	66084	Kroon et al. (2007)
217.54	3.116	-0.170	66086	Kroon et al. (2007)
217.57	3.328	0.321	66089	Kroon et al. (2007)
217.60	3.045	0.045	66091	Kroon et al. (2007)
217.63	2.992	-0.137	66094	Kroon et al. (2007)
217.66	2.935	-0.171	66096	Kroon et al. (2007)
217.69	3.108	0.121	66098	Kroon et al. (2007)
217.72	3.284	0.423	66101	Kroon et al. (2007)
217.75	3.060	0.026	66103	Kroon et al. (2007)
217.78	3.111	0.092	66105	Kroon et al. (2007)
217.81	3.154	0.267	66108	Kroon et al. (2007)
217.84	3.195	0.328	66110	Kroon et al. (2007)
217.87	3.198	0.331	66112	Kroon et al. (2007)
217.90	3.174	0.314	66115	Kroon et al. (2007)
217.93	3.308	0.608	66117	Kroon et al. (2007)
217.96	3.289	0.611	66119	Kroon et al. (2007)
217.99	3.286	0.329	66121	Kroon et al. (2007)
218.02	3.093	0.244	66124	Kroon et al. (2007)
218.05	3.001	-0.020	66126	Kroon et al. (2007)
218.08	3.006	0.063	66128	Kroon et al. (2007)
218.11	2.843	-0.094	66131	Kroon et al. (2007)
218.14	3.116	0.238	66133	Kroon et al. (2007)
218.17	2.893	-0.276	66135	Kroon et al. (2007)
218.20	3.054	0.044	66138	Kroon et al. (2007)
218.23	2.962	-0.096	66140	Kroon et al. (2007)
218.26	2.856	-0.190	66142	Kroon et al. (2007)
218.29	2.972	0.138	66144	Kroon et al. (2007)
218.32	2.890	-0.082	66145	Kroon et al. (2007)
218.35	2.797	-0.338	66146	Kroon et al. (2007)
218.38	2.991	-0.379	66148	Kroon et al. (2007)
218.41	2.980	-0.145	66149	Kroon et al. (2007)
218.44	3.014	-0.229	66151	Kroon et al. (2007)
218.47	3.058	-0.216	66152	Kroon et al. (2007)
218.50	3.026	-0.262	66153	Kroon et al. (2007)
218.53	3.133	-0.038	66155	Kroon et al. (2007)
218.56	3.195	-0.238	66156	Kroon et al. (2007)
218.59	3.185	-0.178	66157	Kroon et al. (2007)
218.62	3.134	-0.207	66159	Kroon et al. (2007)
218.65	3.210	-0.077	66160	Kroon et al. (2007)
218.68	3.137	-0.143	66161	Kroon et al. (2007)
218.71	3.237	-0.012	66163	Kroon et al. (2007)
218.74	2.968	-0.263	66164	Kroon et al. (2007)
218.77	2.871	-0.208	66166	Kroon et al. (2007)
218.80	3.027	0.090	66167	Kroon et al. (2007)
218.83	3.126	0.079	66168	Kroon et al. (2007)
218.86	2.970	-0.263	66170	Kroon et al. (2007)
218.95	2.901	-0.296	66174	Kroon et al. (2007)
218.98	3.099	0.091	66175	Kroon et al. (2007)
219.01	2.981	-0.185	66176	Kroon et al. (2007)
219.04	3.151	0.031	66178	Kroon et al. (2007)
219.07	2.981	-0.234	66179	Kroon et al. (2007)
219.10	2.999	-0.190	66181	Kroon et al. (2007)
219.13	2.871	-0.109	66182	Kroon et al. (2007)
219.16	3.057	0.095	66183	Kroon et al. (2007)
219.19	2.941	-0.059	66185	Kroon et al. (2007)
219.22	3.009	-0.228	66186	Kroon et al. (2007)
219.25	2.991	-0.199	66187	Kroon et al. (2007)
219.28	2.874	-0.256	66189	Kroon et al. (2007)
219.31	2.836	-0.024	66190	Kroon et al. (2007)
219.34	2.933	-0.022	66192	Kroon et al. (2007)
219.37	2.791	-0.299	66193	Kroon et al. (2007)
219.40	2.821	-0.007	66194	Kroon et al. (2007)
219.43	2.835	-0.184	66196	Kroon et al. (2007)
219.46	2.770	-0.101	66197	Kroon et al. (2007)
219.49	2.873	0.034	66198	Kroon et al. (2007)
219.52	2.869	-0.233	66200	Kroon et al. (2007)
219.55	3.046	0.041	66201	Kroon et al. (2007)
219.58	2.870	-0.115	66203	Kroon et al. (2007)
219.61	3.128	0.208	66204	Kroon et al. (2007)
219.64	3.120	0.226	66205	Kroon et al. (2007)
219.67	2.965	-0.231	66207	Kroon et al. (2007)
219.70	3.296		66208	Kroon et al. (2007)
219.73	2.907	-0.141	66209	Kroon et al. (2007)
219.76	3.107	-0.156	66211	Kroon et al. (2007)
219.79	2.820	-0.289	66212	Kroon et al. (2007)
219.82	2.917	-0.279	66213	Kroon et al. (2007)
219.85	2.962	-0.327	66215	Kroon et al. (2007)
219.88	2.741	-0.374	66216	Kroon et al. (2007)
219.91	2.793	-0.358	66218	Kroon et al. (2007)
219.97	2.855	-0.352	66220	Kroon et al. (2007)
220.00	2.816	-0.496	66222	Kroon et al. (2007)
220.03	2.897	-0.432	66223	Kroon et al. (2007)
220.06	2.867	-0.317	66224	Kroon et al. (2007)
220.12	2.836	-0.361	66227	Kroon et al. (2007)
220.15	2.777	-0.443	66229	Kroon et al. (2007)
220.18	2.848	-0.311	66230	Kroon et al. (2007)
220.21	2.798	-0.332	66231	Kroon et al. (2007)
220.24	2.836	-0.378	66233	Kroon et al. (2007)
220.27	2.846	-0.287	66234	Kroon et al. (2007)
220.30	2.820	-0.347	66235	Kroon et al. (2007)
220.33	2.745	-0.433	66237	Kroon et al. (2007)
220.36	2.839	-0.406	66238	Kroon et al. (2007)
220.39	2.840	-0.390	66240	Kroon et al. (2007)
220.42	2.992	-0.273	66241	Kroon et al. (2007)
220.45	2.786	-0.496	66242	Kroon et al. (2007)
220.48	2.834	-0.439	66244	Kroon et al. (2007)
220.51	2.776	-0.384	66245	Kroon et al. (2007)
220.54	2.674	-0.379	66246	Kroon et al. (2007)
220.57	2.765	-0.291	66248	Kroon et al. (2007)
220.60	2.806	-0.208	66249	Kroon et al. (2007)
220.63	2.721	-0.438	66250	Kroon et al. (2007)
220.66	2.599	-0.498	66252	Kroon et al. (2007)
220.69	2.504	-0.776	66253	Kroon et al. (2007)
220.72	2.660	-0.748	66254	Kroon et al. (2007)
220.75	2.647	-0.734	66255	Kroon et al. (2007)
220.78	2.769	-0.657	66256	Kroon et al. (2007)
220.81	2.855	-0.664	66258	Kroon et al. (2007)
220.84	2.984	-0.567	66259	Kroon et al. (2007)
220.87	2.939	-0.515	66260	Kroon et al. (2007)
220.90	2.914	-0.524	66261	Kroon et al. (2007)
220.93	2.883	-0.541	66262	Kroon et al. (2007)
220.96	2.799	-0.474	66263	Kroon et al. (2007)
220.99	2.799	-0.542	66264	Kroon et al. (2007)
221.02	2.757	-0.441	66265	Kroon et al. (2007)
221.05	2.766	-0.388	66266	Kroon et al. (2007)
221.08	2.694	-0.547	66267	Kroon et al. (2007)
221.11	2.681	-0.476	66268	Kroon et al. (2007)
221.14	2.805	-0.505	66270	Kroon et al. (2007)
221.20	2.728	-0.702	66272	Kroon et al. (2007)
221.26	2.741	-0.695	66274	Kroon et al. (2007)
221.29	2.840	-0.582	66275	Kroon et al. (2007)
221.32	2.897	-0.577	66276	Kroon et al. (2007)
221.35	2.952	-0.536	66277	Kroon et al. (2007)
221.41	2.906	-0.494	66279	Kroon et al. (2007)
221.47	2.825	-0.489	66282	Kroon et al. (2007)
221.50	2.761	-0.451	66283	Kroon et al. (2007)
221.53	2.754	-0.553	66284	Kroon et al. (2007)
221.56	2.744	-0.588	66285	Kroon et al. (2007)
221.59	2.755	-0.580	66286	Kroon et al. (2007)
221.62	2.691	-0.625	66287	Kroon et al. (2007)
221.65	2.878	-0.641	66288	Kroon et al. (2007)
221.74	2.847	-0.553	66291	Kroon et al. (2007)
221.77	2.863	-0.633	66292	Kroon et al. (2007)
221.80	2.984	-0.551	66294	Kroon et al. (2007)
221.83	2.931	-0.535	66295	Kroon et al. (2007)
221.89	2.950	-0.423	66297	Kroon et al. (2007)
221.92	2.886	-0.461	66298	Kroon et al. (2007)
221.95	2.832	-0.505	66299	Kroon et al. (2007)
221.98	2.780	-0.484	66300	Kroon et al. (2007)
222.01	2.774	-0.508	66301	Kroon et al. (2007)
222.04	2.797	-0.462	66302	Kroon et al. (2007)
222.07	2.772	-0.485	66303	Kroon et al. (2007)
222.10	2.755	-0.556	66304	Kroon et al. (2007)
222.13	2.746	-0.529	66305	Kroon et al. (2007)
222.16	2.765	-0.540	66307	Kroon et al. (2007)
222.19	2.752	-0.579	66308	Kroon et al. (2007)
222.22	2.854	-0.554	66309	Kroon et al. (2007)
222.25	2.769	-0.546	66310	Kroon et al. (2007)
222.28	2.883	-0.526	66311	Kroon et al. (2007)
222.31	2.960	-0.522	66312	Kroon et al. (2007)
222.34	2.901	-0.447	66313	Kroon et al. (2007)
222.37	3.013	-0.310	66314	Kroon et al. (2007)
222.40	2.831	-0.574	66315	Kroon et al. (2007)
222.43	2.859	-0.476	66316	Kroon et al. (2007)
222.46	2.890	-0.413	66317	Kroon et al. (2007)
222.49	2.822	-0.365	66319	Kroon et al. (2007)
222.52	2.979	-0.333	66320	Kroon et al. (2007)
222.55	3.002	-0.352	66321	Kroon et al. (2007)
222.58	2.777	-0.475	66322	Kroon et al. (2007)
222.61	2.964	-0.390	66323	Kroon et al. (2007)
222.64	2.949	-0.371	66324	Kroon et al. (2007)
222.67	2.999	-0.342	66325	Kroon et al. (2007)
222.70	2.911	-0.305	66326	Kroon et al. (2007)
222.73	3.055	-0.359	66327	Kroon et al. (2007)
222.76	2.851	-0.472	66328	Kroon et al. (2007)
222.79	3.172	-0.241	66329	Kroon et al. (2007)
222.82	3.357	-0.109	66331	Kroon et al. (2007)
222.85	3.172	-0.245	66332	Kroon et al. (2007)
222.88	3.299	0.002	66333	Kroon et al. (2007)
222.91	2.868	-0.200	66334	Kroon et al. (2007)
222.94	2.831	-0.334	66335	Kroon et al. (2007)
222.97	2.828	-0.268	66336	Kroon et al. (2007)
223.00	2.819	-0.424	66337	Kroon et al. (2007)
223.03	2.884	-0.247	66338	Kroon et al. (2007)
223.06	2.917	-0.315	66340	Kroon et al. (2007)
223.09	3.083	-0.032	66341	Kroon et al. (2007)
223.12	2.996	-0.114	66343	Kroon et al. (2007)
223.15	2.964	-0.158	66345	Kroon et al. (2007)
223.18	3.006	-0.179	66346	Kroon et al. (2007)
223.21	3.045	-0.121	66348	Kroon et al. (2007)
223.54	2.874	-0.485	66349	Kroon et al. (2007)
223.57	2.959	-0.060	66366	Kroon et al. (2007)
223.60	2.963	-0.261	66368	Kroon et al. (2007)
223.63	3.006	-0.065	66369	Kroon et al. (2007)
223.66	3.041	-0.049	66371	Kroon et al. (2007)
223.69	2.928	-0.265	66372	Kroon et al. (2007)
223.72	3.098	-0.040	66374	Kroon et al. (2007)
223.75	3.104	-0.109	66376	Kroon et al. (2007)
223.78	2.989	-0.129	66377	Kroon et al. (2007)
223.81	3.079	-0.188	66379	Kroon et al. (2007)
223.84	2.991	-0.192	66380	Kroon et al. (2007)
223.87	2.965	-0.224	66382	Kroon et al. (2007)
223.90	2.970	-0.340	66383	Kroon et al. (2007)
223.93	2.983	-0.363	66385	Kroon et al. (2007)
223.96	2.920	-0.420	66387	Kroon et al. (2007)
223.99	2.991	-0.375	66388	Kroon et al. (2007)
224.02	2.967	-0.393	66390	Kroon et al. (2007)
224.05	2.967	-0.387	66391	Kroon et al. (2007)
224.08	2.934	-0.284	66393	Kroon et al. (2007)
224.11	3.097	-0.094	66395	Kroon et al. (2007)
224.14	2.780	-0.505	66396	Kroon et al. (2007)
224.17	2.906	-0.169	66398	Kroon et al. (2007)
224.20	2.870	-0.362	66399	Kroon et al. (2007)
224.23	2.864	-0.265	66401	Kroon et al. (2007)
224.26	2.942	-0.253	66402	Kroon et al. (2007)
224.29	2.845	-0.440	66404	Kroon et al. (2007)
224.32	2.913	-0.279	66406	Kroon et al. (2007)
224.38	2.873	-0.284	66409	Kroon et al. (2007)
224.41	3.051	-0.224	66410	Kroon et al. (2007)
224.44	3.017	-0.180	66412	Kroon et al. (2007)
224.47	2.910	-0.397	66414	Kroon et al. (2007)
224.50	3.028	-0.282	66416	Kroon et al. (2007)
224.53	2.938	-0.183	66417	Kroon et al. (2007)
224.56	3.021	-0.582	66419	Kroon et al. (2007)
224.59	2.942	-0.050	66420	Kroon et al. (2007)
224.62	2.846	-0.246	66422	Kroon et al. (2007)
224.65	2.951	-0.277	66423	Kroon et al. (2007)
224.68	2.916	-0.276	66425	Kroon et al. (2007)
224.71	2.938	-0.147	66427	Kroon et al. (2007)
224.74	3.067	-0.066	66428	Kroon et al. (2007)
224.77	3.091	-0.220	66430	Kroon et al. (2007)
224.80	3.169	0.134	66431	Kroon et al. (2007)
224.83	3.169	-0.019	66433	Kroon et al. (2007)
224.86	3.130	0.124	66435	Kroon et al. (2007)
224.89	3.217	0.007	66436	Kroon et al. (2007)
224.92	3.171	-0.048	66438	Kroon et al. (2007)
224.95	3.114	0.020	66439	Kroon et al. (2007)
224.98	3.068	-0.112	66441	Kroon et al. (2007)
225.01	3.149	-0.087	66442	Kroon et al. (2007)
225.04	3.072	-0.043	66444	Kroon et al. (2007)
225.10	2.980	-0.282	66447	Kroon et al. (2007)
225.13	3.019	-0.176	66449	Kroon et al. (2007)
225.16	3.147	0.030	66450	Kroon et al. (2007)
225.19	3.280	0.063	66452	Kroon et al. (2007)
225.22	3.079	-0.092	66453	Kroon et al. (2007)
225.25	3.055	-0.165	66455	Kroon et al. (2007)
225.28	3.078	-0.056	66457	Kroon et al. (2007)
225.31	3.163	-0.207	66458	Kroon et al. (2007)
225.34	3.120	-0.032	66460	Kroon et al. (2007)
225.37	3.093	-0.017	66461	Kroon et al. (2007)
225.40	3.089	-0.217	66463	Kroon et al. (2007)
225.43	3.097	-0.084	66465	Kroon et al. (2007)
225.46	3.113	0.078	66466	Kroon et al. (2007)
225.49	3.013	-0.123	66468	Kroon et al. (2007)
225.52	3.073	-0.122	66469	Kroon et al. (2007)
225.55	2.965	-0.170	66471	Kroon et al. (2007)
225.58	3.081	-0.046	66472	Kroon et al. (2007)
225.61	2.960	-0.234	66474	Kroon et al. (2007)
225.64	3.100	-0.015	66476	Kroon et al. (2007)
225.67	2.920	-0.162	66477	Kroon et al. (2007)
225.69	3.083	0.005	66479	Kroon et al. (2007)
225.73	3.107	-0.062	66480	Kroon et al. (2007)
225.76	2.952	-0.071	66482	Kroon et al. (2007)
225.79	2.910	-0.057	66483	Kroon et al. (2007)
225.82	2.821	-0.410	66485	Kroon et al. (2007)
225.85	2.820	-0.096	66487	Kroon et al. (2007)
225.88	2.769	-0.229	66488	Kroon et al. (2007)
225.91	2.868	-0.202	66490	Kroon et al. (2007)
225.94	2.786	-0.083	66491	Kroon et al. (2007)
225.97	2.876	-0.129	66493	Kroon et al. (2007)
226.00	2.876	-0.174	66494	Kroon et al. (2007)
226.03	2.990	-0.083	66496	Kroon et al. (2007)
226.06	3.016	-0.004	66498	Kroon et al. (2007)
226.09	2.910	-0.185	66499	Kroon et al. (2007)
226.12	2.890	-0.192	66501	Kroon et al. (2007)
226.15	2.900	-0.121	66502	Kroon et al. (2007)
226.18	2.843	-0.142	66504	Kroon et al. (2007)
226.21	2.870	-0.187	66506	Kroon et al. (2007)
226.24	2.919	-0.114	66507	Kroon et al. (2007)
226.27	2.851	-0.028	66509	Kroon et al. (2007)
226.30	2.733	-0.101	66510	Kroon et al. (2007)
226.33	2.833	-0.053	66512	Kroon et al. (2007)
226.36	2.873	0.002	66513	Kroon et al. (2007)
226.39	2.879	-0.105	66515	Kroon et al. (2007)
226.42	3.063	0.015	66517	Kroon et al. (2007)
226.45	3.061	-0.013	66518	Kroon et al. (2007)
226.48	2.816	-0.109	66520	Kroon et al. (2007)
226.54	3.050	-0.168	66523	Kroon et al. (2007)
226.57	2.989	0.054	66524	Kroon et al. (2007)
226.60	2.908	-0.009	66526	Kroon et al. (2007)
226.63	2.835	-0.159	66528	Kroon et al. (2007)
226.66	2.805	-0.077	66529	Kroon et al. (2007)
226.69	2.721	-0.021	66531	Kroon et al. (2007)
226.72	2.826	0.001	66532	Kroon et al. (2007)
226.75	2.834	-0.014	66534	Kroon et al. (2007)
226.78	2.847	-0.156	66535	Kroon et al. (2007)
226.81	2.957	-0.062	66537	Kroon et al. (2007)
226.84	3.014	-0.094	66538	Kroon et al. (2007)
226.87	3.048	0.006	66540	Kroon et al. (2007)
226.90	3.069	-0.145	66541	Kroon et al. (2007)
226.93	2.970	-0.163	66543	Kroon et al. (2007)
